County name,Farm per 1000 Cap,Housing Unit Count per Cap,Housing Unit Price,Household Income Mean
Broome County,2.240360087,0.472965473,634,61059
Cattaraugus County,11.03676714,0.533673402,540,58248
Cayuga County,10.01783631,0.493086754,651,66583
Chautauqua County,10.40248177,0.534450667,518,56507
Chemung County,4.339517968,0.482561795,577,63469
Chenango County,14.33065362,0.534341139,553,62093
Clinton County,6.88317859,0.481064838,565,69208
Columbia County,7.363306191,0.552762069,775,83619
Cortland County,8.640766133,0.453629339,621,67527
Delaware County,13.10221538,0.679731167,604,60226
Dutchess County,2.066921587,0.40883709,1022,97273
Erie County,0.965703838,0.462850909,641,71175
Essex County,6.640539952,0.689037666,623,70215
Franklin County,12.21169774,0.540330459,523,63747
Fulton County,3.936781057,0.540952125,613,62615
Genesee County,7.55155892,0.452919936,617,72055
Greene County,4.285440164,0.619086199,701,74011
Hamilton County,4.722550177,1.553128689,540,68950
Herkimer County,8.626332131,0.544583368,570,68858
Jefferson County,6.62011667,0.545527665,574,64978
Brooklyn,0.005730372,0.416478488,1100,78548
Lewis County,17.91494166,0.58607452,541,68329
Livingston County,9.941358977,0.441805689,666,72464
Madison County,9.795443702,0.457359256,648,73141
Monroe County,0.679338795,0.448932601,746,74409
Montgomery County,10.51401869,0.462133419,626,62923
Nassau County,0.02082678,0.343182246,1501,143408
Manhattan,0.007226025,0.55327628,1382,104553
Niagara County,2.996612111,0.478766045,638,67809
Oneida County,3.652336138,0.461074593,625,68819
Onondaga County,1.21750828,0.45056959,681,74740
Ontario County,7.211623544,0.468985594,705,79814
Orange County,1.488705991,0.360543706,1095,96497
Orleans County,11.18782442,0.460489845,648,63838
Oswego County,5.004015046,0.46233887,617,68461
Otsego County,13.26746415,0.495852885,562,67086
Putnam County,0.69099371,0.389893201,1315,127405
Queens County,0.008200822,0.390012953,1083,84961
Rensselaer County,3.004684322,0.462758711,750,86663
Richmond County,0.010035888,0.369469222,1075,98290
Rockland County,0.051702744,0.31187095,1501,110631
St. Lawrence County,9.491704175,0.488559107,527,61900
Saratoga County,2.512897321,0.462335663,741,99653
Schenectady County,0.887459094,0.437880945,739,76989
Schoharie County,16.68269709,0.548704852,688,71188
Schuyler County,20.90999358,0.566030022,605,65625
Seneca County,12.92496172,0.494578867,666,66007
Steuben County,14.92148019,0.516926588,567,64740
Suffolk County,0.376324379,0.377489812,1442,128329
Sullivan County,4.561839652,0.617364823,836,69826
Tioga County,10.55198218,0.46172279,623,71791
Tompkins County,4.611655082,0.448495294,839,73012
Ulster County,2.656071528,0.470977227,922,81804
Warren County,1.424457787,0.615381081,624,78239
Washington County,12.53363191,0.486488745,630,72342
Wayne County,9.508908404,0.466906134,649,73914
Westchester County,0.107308184,0.389350855,1501,118411
Wyoming County,16.11599475,0.459836314,584,68913
Yates County,34.36257022,0.538934678,599,67521
Alamance County,3.95541958,0.412237762,438,64445
Alexander County,14.58043769,0.43948437,373,65268
Alleghany County,38.22831532,0.681254943,363,44272
Anson County,18.76783167,0.442760342,447,44245
Ashe County,27.87354214,0.627558131,387,50827
Avery County,18.80860143,0.788894503,378,57657
Beaufort County,5.810301508,0.547043252,524,57997
Bertie County,17.00218431,0.530609835,474,45931
Bladen County,14.20559492,0.512879068,456,44528
Brunswick County,1.424194552,0.562359376,558,74034
Buncombe County,3.8465671,0.47344651,482,70578
Burke County,5.34191654,0.452402733,385,55684
Cabarrus County,2.572215984,0.372926406,487,86084
Caldwell County,5.325802896,0.461127832,342,55401
Camden County,6.795422031,0.37786123,469,87781
Carteret County,1.337906887,0.734638979,513,70235
Caswell County,18.42328847,0.469078388,408,59407
Catawba County,3.639541705,0.43116597,383,64544
Chatham County,12.82876696,0.4174476,589,88534
Cherokee County,8.099298719,0.598623778,364,51496
Chowan County,9.646533727,0.516089554,598,56982
Clay County,14.78159774,0.615346288,445,53645
Cleveland County,8.532790575,0.430543868,396,55769
Columbus County,8.930355216,0.470691653,454,48184
Craven County,2.80319103,0.455076944,498,64635
Cumberland County,0.966226398,0.42308306,505,58780
Currituck County,2.695334283,0.515397484,491,91548
Dare County,0.47141398,0.912421758,640,81214
Davidson County,4.763538404,0.425259689,398,62426
Davie County,13.08860146,0.420399709,417,73234
Duplin County,18.77757771,0.471378539,434,51880
Durham County,0.616946233,0.434044956,595,79501
Edgecombe County,4.946665581,0.47345493,496,48480
Forsyth County,1.210620305,0.435069812,467,65541
Franklin County,6.493587895,0.385979867,456,71386
Gaston County,1.702408991,0.41365646,451,65472
Gates County,11.84581027,0.466938538,513,61612
Graham County,8.558503485,0.641154175,326,49038
Granville County,7.848043676,0.399421552,501,70975
Greene County,10.15916018,0.382613323,492,50904
Guilford County,1.386860791,0.422022634,491,66027
Halifax County,4.68164794,0.528792135,470,45071
Harnett County,3.85363049,0.369969061,451,69012
Haywood County,8.993148078,0.560001903,449,61001
Henderson County,4.305669407,0.474766293,452,67623
Hertford County,5.060253534,0.512859304,505,47472
Hoke County,3.340435521,0.37165505,447,60095
Hyde County,26.83831551,0.691250273,462,47338
Iredell County,4.332213936,0.396320041,434,78678
Jackson County,5.21189903,0.604779046,327,53479
Johnston County,3.859179964,0.353547323,479,79838
Jones County,13.31642359,0.49408159,452,55659
Lee County,3.851933992,0.391817558,457,63060
Lenoir County,6.361599075,0.483752621,457,44795
Lincoln County,5.655100347,0.395334542,399,78490
McDowell County,6.582871281,0.474386445,318,55527
Macon County,8.936642818,0.699176073,350,53298
Madison County,23.93521832,0.501118468,437,58628
Martin County,13.28811039,0.515727361,445,46793
Mecklenburg County,0.136783596,0.407632525,597,83765
Mitchell County,17.49833666,0.577045908,375,58089
Montgomery County,7.965407374,0.566302534,415,55849
Moore County,7.397363882,0.455823349,500,82837
Nash County,3.826921114,0.444300439,486,60704
New Hanover County,0.24657568,0.481792441,624,72892
Northampton County,15.50060314,0.64053076,451,47935
Onslow County,1.605980634,0.403453328,485,64568
Orange County,4.493808748,0.406385526,694,88553
Pamlico County,6.454183267,0.576812749,525,61624
Pasquotank County,3.211164228,0.424090975,558,63912
Pender County,5.051586112,0.442470425,513,76838
Perquimans County,10.17830609,0.513967311,512,61224
Person County,9.067583389,0.460404056,425,64927
Pitt County,2.030058136,0.451679638,534,58851
Polk County,13.48425197,0.53882874,460,61005
Randolph County,8.342936471,0.421486768,381,59047
Richmond County,6.215765658,0.472493451,421,43626
Robeson County,6.170758025,0.412007688,406,40318
Rockingham County,8.223103821,0.467134318,382,55796
Rowan County,5.222187451,0.41896808,385,63196
Rutherford County,9.361611295,0.498299968,357,49771
Sampson County,14.60168201,0.426114165,437,53159
Scotland County,3.569532126,0.425423329,436,43500
Stanly County,9.639663726,0.420223985,416,61631
Stokes County,15.83182502,0.465643195,377,60039
Surry County,13.04037905,0.469747159,371,56095
Swain County,5.01972033,0.611617067,316,55429
Transylvania County,4.163856552,0.561446207,443,64523
Tyrrell County,20.75632641,0.56980381,448,43952
Union County,3.348697349,0.329288573,524,99243
Vance County,4.015400241,0.458771288,441,46943
Wake County,0.538766873,0.391092009,638,101763
Warren County,12.42073267,0.60494733,493,45279
Washington County,10.32476065,0.567392529,458,41750
Watauga County,7.273123989,0.600541848,430,51367
Wayne County,3.448619721,0.441539663,439,58082
Wilkes County,13.15988275,0.479618046,354,50438
Wilson County,2.588859151,0.459015983,471,51381
Yadkin County,19.84471641,0.45176997,355,60321
Yancey County,15.16348128,0.595851103,384,54961
Adams County,158.8042971,0.624007473,484,55417
Barnes County,68.43859974,0.528431191,553,70230
Benson County,64.10701876,0.441973593,466,68049
Billings County,159.9247413,0.495766698,575,81250
Bottineau County,112.5019559,0.621498983,542,83460
Bowman County,106.3756064,0.567221067,452,83773
Burke County,195.9145775,0.651346332,527,96339
Burleigh County,6.876351751,0.420795872,613,84948
Cass County,3.986165369,0.435427605,667,75023
Cavalier County,147.7432016,0.59293524,597,67064
Dickey County,85.80121704,0.483975659,556,63125
Divide County,196.7984934,0.646421846,522,89297
Dunn County,124.0387001,0.524931779,485,94688
Eddy County,113.9021221,0.579471633,467,55389
Emmons County,158.928015,0.638516672,470,67368
Foster County,70.71922961,0.536262413,579,83412
Golden Valley County,138.718663,0.504735376,444,76528
Grand Forks County,12.95902184,0.457307072,627,68450
Grant County,200.2670227,0.730752114,451,56750
Griggs County,155.8149978,0.607543781,500,64737
Hettinger County,180.6531625,0.594460521,440,70827
Kidder County,150.147617,0.696330662,430,61850
LaMoure County,134.0409775,0.511972353,548,70263
Logan County,151.5957447,0.568085106,512,61339
McHenry County,129.308666,0.55150925,485,80614
McIntosh County,118.244616,0.691182446,426,64236
McKenzie County,38.96631038,0.520294953,500,88289
McLean County,75.36820721,0.588522092,562,81847
Mercer County,35.45759463,0.55785817,598,79405
Morton County,20.12048897,0.448441247,622,79483
Mountrail County,54.04264302,0.535465484,459,81292
Nelson County,152.6438311,0.597938144,506,68051
Oliver County,114.24017,0.484590861,595,76953
Pembina County,73.16332726,0.533849423,489,66884
Pierce County,90.83830781,0.539060472,563,63214
Ramsey County,44.48305821,0.510425717,525,61319
Ransom County,89.80322004,0.454025045,597,74521
Renville County,106.4814815,0.552188552,483,76311
Richland County,53.66790731,0.453355745,555,72524
Rolette County,36.09305508,0.393516935,451,57355
Sargent County,126.6846361,0.538274933,542,77697
Sheridan County,216.8769716,0.649842271,445,67361
Sioux County,41.20657151,0.34365742,373,41676
Slope County,298.4848485,0.693939394,448,62500
Stark County,18.21304824,0.457695383,555,80744
Steele County,165.8177702,0.633842671,513,80313
Stutsman County,38.47581918,0.482548965,526,60172
Towner County,183.8127743,0.615797172,496,63017
Traill County,58.20503192,0.45762924,597,88289
Walsh County,83.21911102,0.509790484,523,69976
Ward County,9.265348474,0.473088108,637,79273
Wells County,115.1722324,0.59163818,498,61346
Williams County,13.22277556,0.497779849,528,90224
Adams County,39.7528098,0.460301399,448,49521
Allen County,8.892986735,0.443132473,523,62001
Ashland County,19.61083556,0.42954979,482,64991
Ashtabula County,10.67013394,0.478422389,471,55507
Athens County,10.48751938,0.418646588,505,53837
Auglaize County,22.03736771,0.436261487,499,76454
Belmont County,11.68614357,0.488452977,465,58411
Brown County,24.90291701,0.439356994,481,69990
Butler County,2.222544814,0.387386057,599,81194
Carroll County,30.87679516,0.506084656,477,64675
Champaign County,21.56424294,0.434471946,603,74239
Clark County,6.171056043,0.45258362,515,60846
Clermont County,3.806223526,0.408802417,624,83178
Clinton County,18.75342107,0.427568481,515,68125
Columbiana County,11.31001873,0.462148002,445,58474
Coshocton County,33.80806962,0.441072345,448,54687
Crawford County,15.08672464,0.47672128,465,55477
Cuyahoga County,0.08383081,0.496143783,654,62823
Darke County,34.21942404,0.439994559,481,64654
Defiance County,23.47065521,0.42878584,502,73615
Delaware County,3.059260567,0.353895094,959,130088
Erie County,4.29300795,0.520036294,564,68431
Fairfield County,6.449613142,0.377898451,652,87069
Fayette County,19.10916545,0.441039539,456,60047
Franklin County,0.274274996,0.434189116,716,73795
Fulton County,18.89216713,0.421338156,528,72866
Gallia County,26.69113065,0.465761961,477,56455
Geauga County,11.88104276,0.394465301,738,100783
Greene County,5.204616268,0.417326672,662,85218
Guernsey County,27.60407127,0.497762893,497,55756
Hamilton County,0.384542353,0.454302157,681,70816
Hancock County,13.26383705,0.45151701,549,69699
Hardin County,23.51818959,0.425004934,489,58001
Harrison County,34.32559464,0.526776812,454,53851
Henry County,34.42765834,0.437717897,520,79267
Highland County,27.13257965,0.434052758,456,62008
Hocking County,16.36953589,0.474461337,500,61366
Holmes County,38.86451151,0.325960419,504,74774
Huron County,13.20313574,0.439674735,516,65972
Jackson County,16.10488036,0.442807811,470,58409
Jefferson County,8.466353678,0.486979656,463,56983
Knox County,20.40784363,0.407812304,551,73988
Lake County,1.045791014,0.455659322,620,77952
Lawrence County,7.684178474,0.475344355,482,54842
Licking County,8.285649385,0.394925851,603,81033
Logan County,21.1999566,0.516371921,567,69183
Lorain County,2.776138869,0.421029097,615,70693
Lucas County,0.853876812,0.470955286,558,60095
Madison County,16.75781336,0.359337594,591,83229
Mahoning County,2.927550867,0.478670068,488,55576
Marion County,9.172617582,0.421401748,483,57306
Medina County,5.454299255,0.410047393,638,92660
Meigs County,21.96268205,0.49644037,454,46701
Mercer County,30.29450385,0.42259895,539,78036
Miami County,10.34390353,0.420080393,529,74175
Monroe County,56.01103364,0.547620872,427,58962
Montgomery County,1.46806266,0.469770748,578,64403
Morgan County,42.1962755,0.540274904,428,55971
Morrow County,22.85189412,0.406797116,550,71047
Muskingum County,15.02621792,0.442851863,475,59203
Noble County,41.76886958,0.40626533,413,55360
Ottawa County,14.86445631,0.724629648,541,75728
Paulding County,35.29725407,0.454972007,464,68167
Perry County,19.50563309,0.420968556,497,64737
Pickaway County,12.22690563,0.36344477,597,72927
Pike County,17.66118603,0.446000369,435,49552
Portage County,5.657993518,0.433596396,590,72822
Preble County,25.58760815,0.443763633,522,71237
Putnam County,43.00415132,0.405484418,519,82785
Richland County,8.634153765,0.437442432,474,57649
Ross County,14.55697867,0.421350235,470,59819
Sandusky County,12.77477661,0.44975028,502,62500
Scioto County,8.147859272,0.461753809,474,49571
Seneca County,19.73323589,0.437931665,476,65020
Shelby County,19.45695696,0.419440274,521,72822
Stark County,3.82527246,0.447818846,507,65740
Summit County,0.767130412,0.459236213,586,71016
Trumbull County,4.717923115,0.471842237,473,55088
Tuscarawas County,12.53693725,0.443681557,490,64494
Union County,14.22177605,0.338785014,717,109506
Van Wert County,25.51320663,0.435282307,455,65344
Vinton County,19.37026704,0.473256277,457,53813
Warren County,3.405465147,0.370656763,718,107843
Washington County,18.6518549,0.479650963,474,61355
Wayne County,17.86816654,0.401296385,522,71769
Williams County,22.24106801,0.453411391,471,61834
Wood County,8.649127948,0.430442526,623,73124
Wyandot County,31.41067589,0.462045433,467,71878
Adair County,43.99374401,0.40981787,339,48028
Alfalfa County,90.33613445,0.434173669,453,67870
Atoka County,61.71232877,0.411986301,421,52034
Beaver County,149.2537313,0.490945274,542,64266
Beckham County,40.45307443,0.454872348,530,52323
Blaine County,75.35285198,0.535401843,510,59304
Bryan County,26.39896631,0.409601431,425,54280
Caddo County,49.51209325,0.439571705,427,52817
Canadian County,6.602112676,0.335552377,638,85427
Carter County,23.50666531,0.439991859,423,58856
Cherokee County,22.26600176,0.457078947,405,53668
Choctaw County,56.3002681,0.501975448,405,45456
Cimarron County,202.5316456,0.641350211,466,57204
Cleveland County,3.461072801,0.405304127,603,74446
Coal County,94.7543406,0.476727004,395,48162
Comanche County,8.237503707,0.433679858,489,59000
Cotton County,64.146829,0.491913502,454,60313
Craig County,69.00592858,0.43995588,419,50182
Creek County,22.37363291,0.424314934,449,61849
Custer County,28.30255431,0.458006085,490,57562
Delaware County,29.39838644,0.581312394,431,55114
Dewey County,151.1246485,0.514292409,453,60550
Ellis County,197.7228548,0.590113857,451,56992
Garfield County,15.43374135,0.448046188,508,67302
Garvin County,53.65405943,0.461700256,418,57127
Grady County,26.85380357,0.399842339,478,75730
Grant County,172.689789,0.527528499,410,61824
Greer County,74.17632984,0.481133812,494,60183
Harmon County,122.6781857,0.586609071,392,54286
Harper County,143.346837,0.53412278,509,59191
Haskell County,68.15680298,0.480484294,393,49930
Hughes County,55.64280906,0.43242839,421,47923
Jackson County,25.99731062,0.490852044,459,61497
Jefferson County,66.24488277,0.510234462,418,48750
Johnston County,59.84649762,0.457592539,366,50911
Kay County,19.3383521,0.48168612,466,56673
Kingfisher County,52.65486726,0.40619469,518,70617
Kiowa County,62.3713213,0.56727625,426,42063
Latimer County,55.52634346,0.492375644,389,41048
Le Flore County,31.87306936,0.424599832,401,50027
Lincoln County,61.56353654,0.415074917,403,59425
Logan County,21.57445228,0.35948756,505,82735
Love County,54.78269212,0.453228437,417,62940
McClain County,23.14489821,0.353573936,553,84778
McCurtain County,38.2080831,0.45508846,377,50175
McIntosh County,39.7260274,0.602587519,387,46203
Major County,96.97450126,0.490553574,446,69229
Marshall County,28.92178114,0.546045705,407,56495
Mayes County,33.55420486,0.457478079,431,57279
Murray County,35.98953032,0.475934274,451,61904
Muskogee County,22.14165868,0.439881951,438,51999
Noble County,66.17107195,0.46503304,501,70071
Nowata County,79.80336785,0.458424851,436,52679
Okfuskee County,70.39774727,0.420538543,399,45441
Oklahoma County,1.360702519,0.437233769,572,65374
Okmulgee County,32.08931075,0.450544709,415,53123
Osage County,26.5835036,0.42587375,481,60482
Ottawa County,26.80568346,0.450434153,422,48656
Pawnee County,42.39339582,0.455403141,406,57551
Payne County,16.02156795,0.438247485,522,48937
Pittsburg County,32.53831087,0.511671852,433,54787
Pontotoc County,30.2531976,0.456356043,429,62564
Pottawatomie County,20.86075813,0.405166161,417,60828
Pushmataha County,54.90740741,0.527222222,395,44634
Roger Mills County,165.5569007,0.559927361,522,62721
Rogers County,16.30643873,0.381825177,521,77688
Seminole County,40.46935891,0.462035887,370,46191
Sequoyah County,26.60584392,0.450104796,413,49795
Stephens County,24.91208168,0.460828134,474,60236
Texas County,42.08582398,0.411235846,443,59275
Tillman County,58.04631829,0.560570071,434,47445
Tulsa County,1.254480804,0.425828462,579,67317
Wagoner County,11.11147638,0.367434827,510,78520
Washington County,12.06067333,0.439234184,465,61205
Washita County,72.51591475,0.473383153,414,61980
Woods County,70.84595665,0.520041948,427,50512
Woodward County,45.02025912,0.469661348,505,65060
Baker County,40.35820896,0.518626866,486,57844
Benton County,10.06076907,0.410165927,732,76011
Clackamas County,9.759144502,0.405298023,827,100360
Clatsop County,5.140949736,0.566503423,596,68705
Columbia County,13.37328672,0.406562714,623,86359
Coos County,8.441376737,0.492771197,513,60313
Crook County,22.27831431,0.421568627,517,81675
Curry County,7.420742952,0.576227277,505,64769
Deschutes County,7.431394332,0.458855509,652,87640
Douglas County,16.13291167,0.447703888,505,58983
Gilliam County,78.64028412,0.563673262,438,64219
Grant County,52.72804173,0.584660933,471,59800
Harney County,64.44204269,0.502296677,488,48338
Hood River County,20.91398754,0.429641474,655,82095
Jackson County,10.82541533,0.438632636,611,71443
Jefferson County,13.62781955,0.409421992,515,73051
Josephine County,6.853504916,0.444254384,458,59097
Klamath County,11.7550186,0.468553906,398,59353
Lake County,43.08030266,0.515377105,379,61222
Lane County,6.210839026,0.440161508,633,69311
Lincoln County,5.838475357,0.632136999,628,61314
Linn County,16.13901596,0.398115857,596,73396
Malheur County,26.64397339,0.361380164,488,49902
Marion County,7.019641961,0.370111118,642,74624
Morrow County,27.58899676,0.389401294,471,70217
Multnomah County,0.854381911,0.46199948,848,86247
Polk County,12.78865587,0.380412815,620,81318
Sherman County,86.41358641,0.489010989,505,59500
Tillamook County,8.839495305,0.700300763,531,66551
Umatilla County,20.07677877,0.393745885,539,68958
Union County,30.93100008,0.452298718,523,64212
Wallowa County,63.81281574,0.576176549,554,65559
Wasco County,17.27845475,0.456558645,532,63602
Washington County,2.933227761,0.393293002,808,104434
Wheeler County,105.0824176,0.621565934,444,51250
Yamhill County,18.03654203,0.367440434,634,87084
Adams County,11.51843134,0.401958967,658,81071
Allegheny County,0.301993645,0.490786758,642,76393
Armstrong County,11.32241398,0.505095871,488,64295
Beaver County,3.256010632,0.478186541,612,70156
Bedford County,23.2143232,0.494679176,450,60302
Berks County,4.023984496,0.389752617,706,77684
Blair County,3.791500719,0.46386018,496,60594
Bradford County,22.02716963,0.492822325,525,62482
Bucks County,1.339729993,0.394406666,921,111951
Butler County,4.529926107,0.433423129,594,86775
Cambria County,3.466351031,0.495695883,494,56292
Cameron County,6.669733211,0.904553818,461,47681
Carbon County,2.540194393,0.521713338,620,67877
Centre County,5.581802822,0.413147273,622,72748
Chester County,2.778446531,0.375803618,952,123041
Clarion County,16.17148284,0.512223579,454,60668
Clearfield County,5.618696565,0.488404239,506,60181
Clinton County,7.289053215,0.492275188,551,58842
Columbia County,10.42234745,0.451054354,558,61992
Crawford County,12.44990194,0.513930003,497,60254
Cumberland County,4.304650184,0.400212692,665,85634
Dauphin County,2.337652587,0.434288074,645,74159
Delaware County,0.092326315,0.392198768,857,88576
Elk County,6.40685168,0.560217767,477,64103
Erie County,3.929038282,0.448250233,563,61476
Fayette County,6.414342308,0.500722118,496,56093
Forest County,6.968641115,1.055749129,371,50061
Franklin County,9.034121229,0.419292463,561,74946
Fulton County,34.66648215,0.493288126,480,64798
Greene County,18.93404005,0.476501767,500,66870
Huntingdon County,15.47544916,0.482760211,486,65429
Indiana County,11.28349788,0.45413668,525,58739
Jefferson County,11.13750086,0.508520303,447,56898
Juniata County,21.97050652,0.448899337,479,63923
Lackawanna County,1.277327665,0.461189068,650,64691
Lancaster County,8.308287161,0.386766745,688,83703
Lawrence County,6.945021547,0.47008892,541,60779
Lebanon County,6.833242728,0.410008327,609,76350
Lehigh County,1.04238244,0.390367038,755,77493
Luzerne County,1.134652467,0.455707815,602,62321
Lycoming County,8.10696245,0.465329047,569,64412
McKean County,7.827144232,0.493768681,482,61705
Mercer County,9.459959312,0.470538191,493,60614
Mifflin County,11.82105149,0.466419941,542,61415
Monroe County,1.471268233,0.477159311,763,82374
Montgomery County,0.658560721,0.396610516,905,111521
Montour County,14.18713773,0.4480817,579,72926
Northampton County,1.303449963,0.398193127,759,86687
Northumberland County,8.042031835,0.48202206,509,57948
Perry County,14.11910458,0.427417977,581,78824
Philadelphia County,0.023508243,0.469990139,546,60698
Pike County,0.929844812,0.64043863,728,79318
Potter County,26.07390733,0.773776027,495,59840
Schuylkill County,4.912712855,0.46561447,561,66901
Snyder County,19.98637293,0.404597875,561,68435
Somerset County,13.83536197,0.524024732,487,59378
Sullivan County,25.47663236,0.944997469,497,64758
Susquehanna County,19.42257218,0.559973753,559,66930
Tioga County,24.52208954,0.52931348,529,62932
Union County,11.45662848,0.38326336,556,72894
Venango County,6.649688738,0.529610316,462,61626
Warren County,10.16776817,0.579054398,465,59013
Washington County,7.522548638,0.463214119,561,77487
Wayne County,10.17133744,0.623388242,621,62182
Westmoreland County,2.818185704,0.47987804,564,72468
Wyoming County,12.96030422,0.498932909,628,70268
York County,4.093455564,0.400237671,690,82238
Bristol County,0.857513212,0.429893309,1001,110926
Kent County,0.724847782,0.442557263,845,91278
Newport County,2.396127857,0.521804764,982,100859
Providence County,0.535572678,0.409989762,849,78204
Washington County,2.485939862,0.506916897,911,102478
Abbeville County,27.63441297,0.476205958,389,52112
Aiken County,6.315378393,0.439147535,413,67940
Allendale County,16.68653159,0.537014965,353,31603
Anderson County,7.146047343,0.419038323,386,64683
Bamberg County,20.2020202,0.512665113,377,43206
Barnwell County,15.955111,0.483093437,416,41800
Beaufort County,0.500557552,0.501434766,607,84819
Berkeley County,1.248694547,0.368977887,464,82327
Calhoun County,20.07158397,0.495543547,382,56690
Charleston County,0.858466686,0.478650862,617,84320
Cherokee County,6.612428596,0.431798511,335,49047
Chester County,17.23231136,0.45531046,381,51216
Chesterfield County,11.62111131,0.464282503,359,47620
Clarendon County,10.98936513,0.515920077,384,48887
Colleton County,14.64632314,0.509284495,448,48779
Darlington County,5.030036043,0.474889868,372,47419
Dillon County,7.252420495,0.467019618,355,44038
Dorchester County,2.078287903,0.380361038,509,76896
Edgefield County,13.91953828,0.384213207,402,67092
Fairfield County,12.37174137,0.537925279,359,46972
Florence County,2.832327652,0.444899999,404,56650
Georgetown County,3.225562202,0.555826456,518,66734
Greenville County,1.611928269,0.408683388,437,74624
Greenwood County,6.810296826,0.450436173,381,50635
Hampton County,10.18049747,0.474466212,414,43059
Horry County,1.521561911,0.512072106,462,64623
Jasper County,3.144477511,0.389353698,441,63503
Kershaw County,8.019749505,0.413163547,396,64343
Lancaster County,4.567764124,0.382402465,413,74751
Laurens County,10.6315118,0.449287689,377,55517
Lee County,19.30066424,0.475435518,363,44145
Lexington County,2.619719926,0.417096381,418,75014
McCormick County,10.71822098,0.55724732,467,55344
Marion County,3.948110547,0.508248731,348,34501
Marlboro County,6.07890815,0.472939054,332,36293
Newberry County,14.15707982,0.469300819,398,59670
Oconee County,9.433161564,0.503352531,399,60193
Orangeburg County,9.190535192,0.498261738,412,43214
Pickens County,5.368758457,0.41745353,388,59411
Richland County,0.789502404,0.430037316,497,61699
Saluda County,31.46206046,0.48426897,396,52957
Spartanburg County,3.33102238,0.382081808,399,64195
Sumter County,4.247155837,0.451324731,386,55990
Union County,11.73251368,0.506334808,376,41200
Williamsburg County,17.74652603,0.496802277,415,43471
York County,3.244213715,0.389645579,428,83060
Aurora County,131.5406977,0.445857558,602,74130
Beadle County,34.58553883,0.434400534,573,63082
Bennett County,65.06536941,0.37458194,512,44569
Bon Homme County,69.29712912,0.399236317,544,61275
Brookings County,22.03030886,0.413240188,662,67341
Brown County,28.61714895,0.480304041,611,70239
Brule County,69.94867896,0.450674777,595,74043
Buffalo County,26.84931507,0.316164384,357,47000
Butte County,53.16316224,0.434946286,581,67692
Campbell County,172.876304,0.686289121,578,65000
Charles Mix County,72.46066574,0.392165257,538,64850
Clark County,135.1283342,0.404881731,556,62885
Clay County,28.73073139,0.409511315,691,58794
Codington County,17.07766924,0.457271672,517,65080
Corson County,70.72324526,0.362957032,472,43750
Custer County,42.76527331,0.549410504,722,81958
Davison County,20.39483599,0.479730748,586,61401
Day County,107.9881657,0.634985207,557,62270
Deuel County,114.8788927,0.49527105,555,79556
Dewey County,59.75197294,0.362081924,486,57928
Douglas County,125.3071253,0.475254475,584,78125
Edmunds County,85.92003973,0.469828657,562,77266
Fall River County,44.97893736,0.557276804,597,61056
Faulk County,133.4269663,0.505617978,528,58000
Grant County,75.34786033,0.451693358,495,73818
Gregory County,104.379562,0.535036496,484,52432
Haakon County,158.6695747,0.475463468,561,59231
Hamlin County,55.18496058,0.429199515,625,83194
Hand County,128.8343558,0.548272522,615,72054
Hanson County,89.44492378,0.370721887,628,86375
Harding County,202.2641509,0.529811321,570,74766
Hughes County,17.17448362,0.454011183,597,78981
Hutchinson County,102.0765912,0.435140237,549,74459
Hyde County,150.617284,0.520164609,628,74279
Jackson County,94.26379247,0.37194008,493,26686
Jerauld County,124.3339254,0.592658378,537,75417
Jones County,194.5080092,0.546910755,597,64688
Kingsbury County,87.24577077,0.503136286,559,70221
Lake County,38.88787934,0.522169726,590,73792
Lawrence County,10.96879447,0.504876948,616,66766
Lincoln County,9.994152358,0.366168731,721,96552
Lyman County,113.1416286,0.419510884,537,61169
McCook County,102.0620343,0.427482239,576,80847
McPherson County,143.0429129,0.540528825,477,62024
Marshall County,115.1308305,0.552901024,522,72500
Meade County,25.77786403,0.409082088,622,74161
Mellette County,125.4089422,0.424754635,462,51364
Miner County,177.1602258,0.52540165,518,72589
Minnehaha County,4.769002919,0.417194293,611,76074
Moody County,63.25624138,0.421504059,648,77500
Oglala Lakota County,10.85329341,0.259056886,353,34769
Pennington County,5.604462877,0.436760103,661,70768
Perkins County,142.6553672,0.610522599,537,65455
Potter County,95.33721898,0.653205662,551,71726
Roberts County,73.61664884,0.469026549,550,63691
Sanborn County,135.451505,0.474080268,630,69870
Spink County,96.43091028,0.489358219,552,73011
Stanley County,57.71144279,0.511111111,681,77000
Sully County,138.2833787,0.61852861,578,70250
Todd County,17.55342346,0.314544265,366,39148
Tripp County,100.0524751,0.485744271,567,58854
Turner County,68.99966986,0.429074502,558,75283
Union County,28.6174003,0.427422135,670,84137
Walworth County,48.95635674,0.558064516,470,62722
Yankton County,24.50125484,0.446509847,562,73855
Ziebach County,78.99090157,0.370140612,556,47333
Anderson County,5.67226117,0.436715,458,63171
Bedford County,25.02397286,0.371192004,500,62197
Benton County,24.79441044,0.528287887,394,50435
Bledsoe County,30.72285293,0.378102752,349,49655
Blount County,6.504419489,0.428321297,442,74607
Bradley County,5.949974513,0.399105307,414,63789
Campbell County,7.679308117,0.506237885,399,50260
Cannon County,38.43613789,0.42160877,399,58092
Carroll County,26.1105576,0.450304051,359,50391
